T	mtheta	mh2	dec1	error1	prob1	dec2	error2	prob2	dec3	error3	prob3	dec4	error4	prob4	dec5	error5	prob5	dec6	error6	prob6	dec7	error7	prob7	dec8	error8	prob8	dec9	error9	prob9	dec10	error10	prob10	dec11	error11	prob11	dec12	error12	prob12
2.315951e+03	4.000000e-03	1.500000e-01	1.029888e+06	1.675877e-01	1.000000e+00	1.226296e+03	1.730549e-01	1.000000e+00	6.172074e+05	1.563932e-01	1.000000e+00	6.452527e-01	1.694120e-01	1.000000e+00	1.133114e+02	1.744561e-01	1.000000e+00	1.551551e-03	1.739095e-01	1.000000e+00	3.375135e-04	1.656338e-01	1.000000e+00	7.415268e+01	1.751155e-01	1.000000e+00	2.575463e-01	1.549357e-01	1.000000e+00	6.003118e-06	1.611806e-01	1.000000e+00	2.080184e+06	1.668354e-01	1.000000e+00	4.989792e+05	1.706555e-01	1.000000e+00
2.403043e+03	4.000000e-03	1.500000e-01	9.211805e+05	1.568895e-01	1.000000e+00	1.101019e+03	1.739822e-01	1.000000e+00	5.536942e+05	1.582093e-01	1.000000e+00	5.812095e-01	1.748059e-01	1.000000e+00	1.010653e+02	1.620469e-01	1.000000e+00	1.393145e-03	1.724220e-01	1.000000e+00	3.033562e-04	1.738655e-01	1.000000e+00	6.657288e+01	1.758067e-01	1.000000e+00	2.345900e-01	1.708503e-01	1.000000e+00	5.468949e-06	1.764800e-01	1.000000e+00	1.880824e+06	1.701345e-01	1.000000e+00	4.474122e+05	1.624388e-01	1.000000e+00
2.493409e+03	4.000000e-03	1.500000e-01	8.341467e+05	1.723981e-01	1.000000e+00	9.898318e+02	1.781890e-01	1.000000e+00	5.004607e+05	1.685023e-01	1.000000e+00	5.221572e-01	1.798298e-01	1.000000e+00	9.130290e+01	1.780857e-01	1.000000e+00	1.247618e-03	1.683444e-01	1.000000e+00	2.737613e-04	1.724964e-01	1.000000e+00	5.974430e+01	1.789044e-01	1.000000e+00	2.104891e-01	1.739179e-01	1.000000e+00	4.908676e-06	1.838432e-01	1.000000e+00	1.702413e+06	1.727782e-01	1.000000e+00	3.999508e+05	1.616580e-01	1.000000e+00
2.587174e+03	4.000000e-03	1.500000e-01	7.487598e+05	1.780421e-01	1.000000e+00	8.859433e+02	1.718764e-01	1.000000e+00	4.483916e+05	1.777587e-01	1.000000e+00	4.690088e-01	1.808927e-01	1.000000e+00	8.181879e+01	1.758576e-01	1.000000e+00	1.120054e-03	1.692978e-01	1.000000e+00	2.457874e-04	1.766438e-01	1.000000e+00	5.356495e+01	1.712697e-01	1.000000e+00	1.890240e-01	1.738972e-01	1.000000e+00	4.404754e-06	1.788914e-01	1.000000e+00	1.527852e+06	1.759385e-01	1.000000e+00	3.596172e+05	1.543552e-01	1.000000e+00
2.684465e+03	4.000000e-03	1.500000e-01	6.671276e+05	1.650374e-01	1.000000e+00	7.963292e+02	1.774953e-01	1.000000e+00	4.024004e+05	1.684169e-01	1.000000e+00	4.171489e-01	1.570103e-01	1.000000e+00	7.340001e+01	1.762473e-01	1.000000e+00	1.006645e-03	1.750558e-01	1.000000e+00	2.191351e-04	1.639351e-01	1.000000e+00	4.772736e+01	1.714236e-01	1.000000e+00	1.684722e-01	1.602992e-01	1.000000e+00	3.951787e-06	1.738404e-01	1.000000e+00	1.360964e+06	1.604644e-01	1.000000e+00	3.224411e+05	1.607927e-01	1.000000e+00
2.785414e+03	4.000000e-03	1.500000e-01	6.014048e+05	1.674083e-01	1.000000e+00	7.089148e+02	1.576817e-01	1.000000e+00	3.575429e+05	1.563953e-01	1.000000e+00	3.765960e-01	1.766016e-01	1.000000e+00	6.589251e+01	1.726795e-01	1.000000e+00	9.025153e-04	1.711432e-01	1.000000e+00	1.978246e-04	1.740659e-01	1.000000e+00	4.315528e+01	1.696351e-01	1.000000e+00	1.518218e-01	1.736868e-01	1.000000e+00	3.519189e-06	1.776692e-01	1.000000e+00	1.217671e+06	1.702712e-01	1.000000e+00	2.894315e+05	1.642121e-01	1.000000e+00
2.890160e+03	4.000000e-03	1.500000e-01	5.367230e+05	1.625126e-01	1.000000e+00	6.405474e+02	1.718640e-01	1.000000e+00	3.234644e+05	1.750761e-01	1.000000e+00	3.382216e-01	1.770715e-01	1.000000e+00	5.912926e+01	1.775563e-01	1.000000e+00	8.082844e-04	1.673540e-01	1.000000e+00	1.772527e-04	1.742888e-01	1.000000e+00	3.867576e+01	1.702696e-01	1.000000e+00	1.364316e-01	1.752012e-01	1.000000e+00	3.177713e-06	1.717509e-01	1.000000e+00	1.095369e+06	1.645948e-01	1.000000e+00	2.598937e+05	1.639804e-01	1.000000e+00
2.998844e+03	4.000000e-03	1.500000e-01	4.818281e+05	1.637801e-01	1.000000e+00	5.739289e+02	1.772117e-01	1.000000e+00	2.902100e+05	1.756096e-01	1.000000e+00	3.033566e-01	1.859605e-01	1.000000e+00	5.301575e+01	1.714628e-01	1.000000e+00	7.259795e-04	1.750562e-01	1.000000e+00	1.590533e-04	1.729278e-01	1.000000e+00	3.471645e+01	1.859046e-01	1.000000e+00	1.221799e-01	1.799033e-01	1.000000e+00	2.850696e-06	1.834959e-01	1.000000e+00	9.823258e+05	1.616038e-01	1.000000e+00	2.311666e+05	1.580307e-01	1.000000e+00
3.111616e+03	4.000000e-03	1.500000e-01	4.319850e+05	1.637335e-01	1.000000e+00	5.144082e+02	1.767891e-01	1.000000e+00	2.600180e+05	1.743989e-01	1.000000e+00	2.699653e-01	1.600375e-01	1.000000e+00	4.751638e+01	1.759552e-01	1.000000e+00	6.468193e-04	1.682199e-01	1.000000e+00	1.426796e-04	1.750547e-01	1.000000e+00	3.110048e+01	1.724603e-01	1.000000e+00	1.096907e-01	1.805578e-01	1.000000e+00	2.553978e-06	1.742867e-01	1.000000e+00	8.804031e+05	1.629160e-01	1.000000e+00	2.101833e+05	1.773439e-01	1.000000e+00
3.228628e+03	4.000000e-03	1.500000e-01	3.892536e+05	1.724705e-01	1.000000e+00	4.614582e+02	1.815096e-01	1.000000e+00	2.333222e+05	1.764321e-01	1.000000e+00	2.436377e-01	1.792756e-01	1.000000e+00	4.261206e+01	1.758702e-01	1.000000e+00	5.840712e-04	1.777161e-01	1.000000e+00	1.279911e-04	1.703499e-01	1.000000e+00	2.793240e+01	1.768858e-01	1.000000e+00	9.833333e-02	1.687344e-01	1.000000e+00	2.293438e-06	1.822055e-01	1.000000e+00	7.852151e+05	1.762217e-01	1.000000e+00	1.886314e+05	1.763181e-01	1.000000e+00
3.350041e+03	4.000000e-03	1.500000e-01	3.490492e+05	1.768176e-01	1.000000e+00	4.137117e+02	1.777507e-01	1.000000e+00	2.089913e+05	1.664219e-01	1.000000e+00	2.184008e-01	1.852614e-01	1.000000e+00	3.818549e+01	1.710362e-01	1.000000e+00	5.228521e-04	1.741245e-01	1.000000e+00	1.147756e-04	1.790387e-01	1.000000e+00	2.502910e+01	1.755872e-01	1.000000e+00	8.814325e-02	1.698032e-01	1.000000e+00	2.054918e-06	1.759378e-01	1.000000e+00	7.008476e+05	1.743716e-01	1.000000e+00	1.686835e+05	1.676888e-01	1.000000e+00
3.476019e+03	4.000000e-03	1.500000e-01	3.106355e+05	1.616652e-01	1.000000e+00	3.706006e+02	1.729314e-01	1.000000e+00	1.848548e+05	1.604847e-01	1.000000e+00	1.942536e-01	1.592686e-01	1.000000e+00	3.421478e+01	1.663857e-01	1.000000e+00	4.687718e-04	1.675158e-01	1.000000e+00	1.027665e-04	1.730281e-01	1.000000e+00	2.240960e+01	1.713313e-01	1.000000e+00	7.895074e-02	1.760583e-01	1.000000e+00	1.841131e-06	1.693086e-01	1.000000e+00	6.332908e+05	1.653477e-01	1.000000e+00	1.513411e+05	1.759672e-01	1.000000e+00
3.606735e+03	4.000000e-03	1.500000e-01	2.794203e+05	1.645366e-01	1.000000e+00	3.324698e+02	1.746329e-01	1.000000e+00	1.679686e+05	1.700039e-01	1.000000e+00	1.756901e-01	1.782851e-01	1.000000e+00	3.067009e+01	1.667664e-01	1.000000e+00	4.204335e-04	1.722979e-01	1.000000e+00	9.207272e-05	1.772006e-01	1.000000e+00	2.011912e+01	1.761623e-01	1.000000e+00	7.073469e-02	1.682901e-01	1.000000e+00	1.650098e-06	1.756209e-01	1.000000e+00	5.686940e+05	1.681620e-01	1.000000e+00	1.345295e+05	1.601809e-01	1.000000e+00
3.742366e+03	4.000000e-03	1.500000e-01	2.499598e+05	1.578477e-01	1.000000e+00	2.980698e+02	1.727291e-01	1.000000e+00	1.496774e+05	1.646038e-01	1.000000e+00	1.576156e-01	1.770171e-01	1.000000e+00	2.748779e+01	1.669053e-01	1.000000e+00	3.772402e-04	1.746307e-01	1.000000e+00	8.247661e-05	1.756415e-01	1.000000e+00	1.801649e+01	1.737514e-01	1.000000e+00	6.350957e-02	1.720050e-01	1.000000e+00	1.477898e-06	1.765973e-01	1.000000e+00	5.101146e+05	1.746660e-01	1.000000e+00	1.218907e+05	1.862700e-01	1.000000e+00
3.883098e+03	4.000000e-03	1.500000e-01	2.238795e+05	1.571493e-01	1.000000e+00	2.668283e+02	1.730389e-01	1.000000e+00	1.351519e+05	1.820902e-01	1.000000e+00	1.409617e-01	1.917090e-01	1.000000e+00	2.467486e+01	1.706206e-01	1.000000e+00	3.379357e-04	1.749431e-01	1.000000e+00	7.398438e-05	1.821156e-01	1.000000e+00	1.614996e+01	1.770682e-01	1.000000e+00	5.685577e-02	1.712318e-01	1.000000e+00	1.327021e-06	1.769017e-01	1.000000e+00	4.564955e+05	1.697420e-01	1.000000e+00	1.083310e+05	1.582113e-01	1.000000e+00
4.029122e+03	4.000000e-03	1.500000e-01	2.007439e+05	1.601977e-01	1.000000e+00	2.394173e+02	1.720569e-01	1.000000e+00	1.212087e+05	1.727889e-01	1.000000e+00	1.265183e-01	1.823467e-01	1.000000e+00	2.210632e+01	1.718830e-01	1.000000e+00	3.024123e-04	1.744551e-01	1.000000e+00	6.637995e-05	1.731948e-01	1.000000e+00	1.446708e+01	1.707950e-01	1.000000e+00	5.103305e-02	1.767144e-01	1.000000e+00	1.190887e-06	1.799792e-01	1.000000e+00	4.070114e+05	2.573801e-01	1.000000e+00	9.725734e+04	1.634068e-01	1.000000e+00
4.180637e+03	4.000000e-03	1.500000e-01	1.786857e+05	1.549808e-01	1.000000e+00	2.145596e+02	1.758997e-01	1.000000e+00	1.084928e+05	1.709157e-01	1.000000e+00	1.133303e-01	1.724576e-01	1.000000e+00	1.983369e+01	1.779864e-01	1.000000e+00	2.717112e-04	1.751781e-01	1.000000e+00	5.941646e-05	1.775302e-01	1.000000e+00	1.296747e+01	1.727805e-01	1.000000e+00	4.568488e-02	1.854836e-01	1.000000e+00	1.065289e-06	1.797072e-01	1.000000e+00	3.664994e+05	1.710527e-01	1.000000e+00	8.762733e+04	1.757469e-01	1.000000e+00
4.337850e+03	4.000000e-03	1.500000e-01	1.619012e+05	1.675793e-01	1.000000e+00	1.919536e+02	1.648038e-01	1.000000e+00	9.738445e+04	1.770979e-01	1.000000e+00	1.006579e-01	1.701193e-01	1.000000e+00	1.775104e+01	1.714294e-01	1.000000e+00	2.431852e-04	1.664882e-01	1.000000e+00	5.325894e-05	1.730510e-01	1.000000e+00	1.162581e+01	1.700557e-01	1.000000e+00	4.092846e-02	1.687142e-01	1.000000e+00	9.541320e-07	1.763783e-01	1.000000e+00	3.281092e+05	1.597213e-01	1.000000e+00	7.850838e+04	1.880899e-01	1.000000e+00
4.500975e+03	4.000000e-03	1.500000e-01	1.439967e+05	1.576520e-01	1.000000e+00	1.720303e+02	1.703146e-01	1.000000e+00	8.711129e+04	1.723503e-01	1.000000e+00	9.081710e-02	1.738484e-01	1.000000e+00	1.590778e+01	1.717093e-01	1.000000e+00	2.180250e-04	1.703545e-01	1.000000e+00	4.778879e-05	1.825614e-01	1.000000e+00	1.040693e+01	1.764606e-01	1.000000e+00	3.670576e-02	1.733014e-01	1.000000e+00	8.551593e-07	1.736898e-01	1.000000e+00	2.956002e+05	1.707652e-01	1.000000e+00	6.978429e+04	1.646851e-01	1.000000e+00
4.670234e+03	4.000000e-03	1.500000e-01	1.301422e+05	1.756074e-01	1.000000e+00	1.530115e+02	1.605529e-01	1.000000e+00	7.820031e+04	1.748523e-01	1.000000e+00	8.149678e-02	1.709691e-01	1.000000e+00	1.427513e+01	1.776523e-01	1.000000e+00	1.950618e-04	1.689658e-01	1.000000e+00	4.278878e-05	1.826993e-01	1.000000e+00	9.317310e+00	1.677909e-01	1.000000e+00	3.287429e-02	1.722620e-01	1.000000e+00	7.664619e-07	1.796956e-01	1.000000e+00	2.646952e+05	1.661911e-01	1.000000e+00	6.257753e+04	1.564558e-01	1.000000e+00
4.845859e+03	4.000000e-03	1.500000e-01	1.159050e+05	1.655299e-01	1.000000e+00	1.381947e+02	1.736229e-01	1.000000e+00	6.993582e+04	1.765722e-01	1.000000e+00	7.301418e-02	1.771349e-01	1.000000e+00	1.276067e+01	1.754959e-01	1.000000e+00	1.748951e-04	1.697859e-01	1.000000e+00	3.827016e-05	1.699426e-01	1.000000e+00	8.354894e+00	1.752241e-01	1.000000e+00	2.944868e-02	1.759016e-01	1.000000e+00	6.859322e-07	1.697889e-01	1.000000e+00	2.369592e+05	1.683274e-01	1.000000e+00	5.603926e+04	1.623385e-01	1.000000e+00
5.028087e+03	4.000000e-03	1.500000e-01	1.040880e+05	1.642399e-01	1.000000e+00	1.237773e+02	1.730727e-01	1.000000e+00	6.270574e+04	1.778923e-01	1.000000e+00	6.538821e-02	1.736773e-01	1.000000e+00	1.144715e+01	1.758736e-01	1.000000e+00	1.564373e-04	1.737869e-01	1.000000e+00	3.430698e-05	1.695557e-01	1.000000e+00	7.481243e+00	1.669578e-01	1.000000e+00	2.640110e-02	1.711289e-01	1.000000e+00	6.152693e-07	1.724942e-01	1.000000e+00	2.117211e+05	1.687249e-01	1.000000e+00	5.054828e+04	1.662791e-01	1.000000e+00
5.217169e+03	4.000000e-03	1.500000e-01	9.336578e+04	1.650782e-01	1.000000e+00	1.108965e+02	1.759988e-01	1.000000e+00	5.614528e+04	1.745441e-01	1.000000e+00	5.850846e-02	1.715712e-01	1.000000e+00	1.024960e+01	1.712125e-01	1.000000e+00	1.403881e-04	1.774132e-01	1.000000e+00	3.054435e-05	1.649735e-01	1.000000e+00	6.707067e+00	1.860289e-01	1.000000e+00	2.363627e-02	1.718375e-01	1.000000e+00	5.510366e-07	1.726744e-01	1.000000e+00	1.897274e+05	1.677522e-01	1.000000e+00	4.538061e+04	1.760531e-01	1.000000e+00
5.413360e+03	4.000000e-03	1.500000e-01	8.385035e+04	1.758231e-01	1.000000e+00	9.950390e+01	1.779209e-01	1.000000e+00	5.032193e+04	1.717268e-01	1.000000e+00	5.252857e-02	1.818644e-01	1.000000e+00	9.163952e+00	1.647894e-01	1.000000e+00	1.257271e-04	1.756136e-01	1.000000e+00	2.756164e-05	1.772078e-01	1.000000e+00	6.007304e+00	1.709860e-01	1.000000e+00	2.115639e-02	1.653005e-01	1.000000e+00	4.929305e-07	1.719775e-01	1.000000e+00	1.693176e+05	1.808721e-01	1.000000e+00	4.054166e+04	1.722699e-01	1.000000e+00
5.616930e+03	4.000000e-03	1.500000e-01	7.487655e+04	1.684229e-01	1.000000e+00	8.897697e+01	1.726937e-01	1.000000e+00	4.510549e+04	1.746791e-01	1.000000e+00	4.697606e-02	1.725108e-01	1.000000e+00	8.167425e+00	1.595632e-01	1.000000e+00	1.125659e-04	1.686842e-01	1.000000e+00	2.469006e-05	1.738498e-01	1.000000e+00	5.386057e+00	1.755347e-01	1.000000e+00	1.896669e-02	1.757561e-01	1.000000e+00	4.421980e-07	1.725830e-01	1.000000e+00	1.527619e+05	1.657702e-01	1.000000e+00	3.589685e+04	1.531501e-01	1.000000e+00
5.828155e+03	4.000000e-03	1.500000e-01	6.719583e+04	1.653434e-01	1.000000e+00	7.975633e+01	1.708016e-01	1.000000e+00	4.037379e+04	1.720537e-01	1.000000e+00	4.210340e-02	1.898402e-01	1.000000e+00	7.366463e+00	1.752078e-01	1.000000e+00	1.009435e-04	1.739887e-01	1.000000e+00	2.209664e-05	1.722786e-01	1.000000e+00	4.827064e+00	1.752326e-01	1.000000e+00	1.690497e-02	1.574976e-01	1.000000e+00	3.957177e-07	1.693307e-01	1.000000e+00	1.367397e+05	1.719992e-01	1.000000e+00	3.256482e+04	1.759877e-01	1.000000e+00
6.047322e+03	4.000000e-03	1.500000e-01	6.023284e+04	1.738710e-01	1.000000e+00	7.137608e+01	1.804837e-01	1.000000e+00	3.613197e+04	1.725156e-01	1.000000e+00	3.766732e-02	1.742634e-01	1.000000e+00	6.547256e+00	1.629419e-01	1.000000e+00	9.031975e-05	1.705017e-01	1.000000e+00	1.980346e-05	1.725740e-01	1.000000e+00	4.318891e+00	1.712659e-01	1.000000e+00	1.520150e-02	1.722235e-01	1.000000e+00	3.545745e-07	1.738549e-01	1.000000e+00	1.229417e+05	1.844064e-01	1.000000e+00	2.922763e+04	1.806667e-01	1.000000e+00
6.274732e+03	4.000000e-03	1.500000e-01	5.390110e+04	1.643648e-01	1.000000e+00	6.393495e+01	1.688917e-01	1.000000e+00	3.214791e+04	1.590954e-01	1.000000e+00	3.376810e-02	1.759232e-01	1.000000e+00	5.906997e+00	1.725158e-01	1.000000e+00	8.047929e-05	1.576093e-01	1.000000e+00	1.773361e-05	1.754548e-01	1.000000e+00	3.869894e+00	1.715805e-01	1.000000e+00	1.363287e-02	1.710167e-01	1.000000e+00	3.174002e-07	1.701159e-01	1.000000e+00	1.095099e+05	1.666086e-01	1.000000e+00	2.615927e+04	1.766582e-01	1.000000e+00
6.510694e+03	4.000000e-03	1.500000e-01	4.805681e+04	1.717770e-01	1.000000e+00	5.727939e+01	1.735750e-01	1.000000e+00	2.882696e+04	1.595674e-01	1.000000e+00	3.026705e-02	1.812918e-01	1.000000e+00	5.293588e+00	1.749857e-01	1.000000e+00	7.255681e-05	1.783335e-01	1.000000e+00	1.575337e-05	1.673038e-01	1.000000e+00	3.461353e+00	1.672884e-01	1.000000e+00	1.221465e-02	1.701842e-01	1.000000e+00	2.845383e-07	1.753347e-01	1.000000e+00	9.802701e+04	1.644643e-01	1.000000e+00	2.340011e+04	1.891181e-01	1.000000e+00
6.755528e+03	4.000000e-03	1.500000e-01	4.289686e+04	1.754919e-01	1.000000e+00	5.133522e+01	1.754464e-01	1.000000e+00	2.579345e+04	1.622204e-01	1.000000e+00	2.707150e-02	1.718959e-01	1.000000e+00	4.741614e+00	1.725212e-01	1.000000e+00	6.493302e-05	1.751409e-01	1.000000e+00	1.421113e-05	1.768933e-01	1.000000e+00	3.104295e+00	1.835250e-01	1.000000e+00	1.093276e-02	1.755612e-01	1.000000e+00	2.548624e-07	1.701285e-01	1.000000e+00	8.670710e+04	1.724204e-01	1.000000e+00	2.072189e+04	1.613301e-01	1.000000e+00
7.009570e+03	4.000000e-03	1.500000e-01	3.844377e+04	1.537332e-01	1.000000e+00	4.599176e+01	1.773137e-01	1.000000e+00	2.323569e+04	1.760780e-01	1.000000e+00	2.413246e-02	1.688106e-01	1.000000e+00	4.246010e+00	1.764195e-01	1.000000e+00	5.813860e-05	1.700513e-01	1.000000e+00	1.274303e-05	1.748265e-01	1.000000e+00	2.783049e+00	1.852839e-01	1.000000e+00	9.797356e-03	1.704458e-01	1.000000e+00	2.282353e-07	1.725754e-01	1.000000e+00	7.922214e+04	1.768981e-01	1.000000e+00	1.876361e+04	1.733889e-01	1.000000e+00
7.273165e+03	4.000000e-03	1.500000e-01	3.467829e+04	1.685326e-01	1.000000e+00	4.118747e+01	1.803320e-01	1.000000e+00	2.069693e+04	1.597475e-01	1.000000e+00	2.171924e-02	1.728305e-01	1.000000e+00	3.799633e+00	1.724530e-01	1.000000e+00	5.208422e-05	1.719251e-01	1.000000e+00	1.130621e-05	1.544777e-01	1.000000e+00	2.487501e+00	1.743137e-01	1.000000e+00	8.769813e-03	1.699799e-01	1.000000e+00	2.043217e-07	1.707564e-01	1.000000e+00	7.040663e+04	1.675323e-01	1.000000e+00	1.668801e+04	1.613287e-01	1.000000e+00
7.546673e+03	4.000000e-03	1.500000e-01	3.116249e+04	1.788910e-01	1.000000e+00	3.688087e+01	1.716115e-01	1.000000e+00	1.863357e+04	1.649981e-01	1.000000e+00	1.943955e-02	1.694525e-01	1.000000e+00	3.402899e+00	1.755224e-01	1.000000e+00	4.660595e-05	1.693326e-01	1.000000e+00	1.022022e-05	1.814620e-01	1.000000e+00	2.231599e+00	1.742409e-01	1.000000e+00	7.852371e-03	1.824055e-01	1.000000e+00	1.829166e-07	1.758907e-01	1.000000e+00	6.324688e+04	1.641201e-01	1.000000e+00	1.506011e+04	1.788459e-01	1.000000e+00
7.830465e+03	4.000000e-03	1.500000e-01	2.781265e+04	1.729484e-01	1.000000e+00	3.303207e+01	1.766352e-01	1.000000e+00	1.670244e+04	1.720933e-01	1.000000e+00	1.741967e-02	1.800932e-01	1.000000e+00	3.048702e+00	1.718427e-01	1.000000e+00	4.173436e-05	1.744810e-01	1.000000e+00	9.147891e-06	1.692916e-01	1.000000e+00	2.000343e+00	1.747373e-01	1.000000e+00	7.042723e-03	1.794124e-01	1.000000e+00	1.638286e-07	1.709588e-01	1.000000e+00	5.655753e+04	1.634115e-01	1.000000e+00	1.341763e+04	1.584783e-01	1.000000e+00
8.124930e+03	4.000000e-03	1.500000e-01	2.492524e+04	1.687057e-01	1.000000e+00	2.959817e+01	1.748173e-01	1.000000e+00	1.488295e+04	1.742837e-01	1.000000e+00	1.559466e-02	1.732965e-01	1.000000e+00	2.730004e+00	1.783811e-01	1.000000e+00	3.739308e-05	1.729068e-01	1.000000e+00	8.191783e-06	1.753458e-01	1.000000e+00	1.788184e+00	1.726016e-01	1.000000e+00	6.301728e-03	1.889939e-01	1.000000e+00	1.467619e-07	1.702686e-01	1.000000e+00	5.019316e+04	1.595823e-01	1.000000e+00	1.209374e+04	1.835745e-01	1.000000e+00
8.430468e+03	4.000000e-03	1.500000e-01	2.220253e+04	1.566663e-01	1.000000e+00	2.648467e+01	1.741748e-01	1.000000e+00	1.338045e+04	1.689303e-01	1.000000e+00	1.397622e-02	1.775663e-01	1.000000e+00	2.445642e+00	1.805812e-01	1.000000e+00	3.350627e-05	1.754404e-01	1.000000e+00	7.336645e-06	1.770134e-01	1.000000e+00	1.599980e+00	1.715775e-01	1.000000e+00	5.638985e-03	1.680334e-01	1.000000e+00	1.314500e-07	1.725373e-01	1.000000e+00	4.556249e+04	1.805863e-01	1.000000e+00	1.080268e+04	1.691497e-01	1.000000e+00
8.747496e+03	4.000000e-03	1.500000e-01	1.986809e+04	1.566717e-01	1.000000e+00	2.373149e+01	1.771377e-01	1.000000e+00	1.201278e+04	1.764589e-01	1.000000e+00	1.251234e-02	1.738947e-01	1.000000e+00	2.188459e+00	1.732955e-01	1.000000e+00	2.998221e-05	1.809301e-01	1.000000e+00	6.565685e-06	1.741209e-01	1.000000e+00	1.434028e+00	1.725974e-01	1.000000e+00	5.060368e-03	1.729802e-01	1.000000e+00	1.178836e-07	1.816078e-01	1.000000e+00	4.035603e+04	1.607251e-01	1.000000e+00	9.684024e+03	1.818007e-01	1.000000e+00
9.076446e+03	4.000000e-03	1.500000e-01	1.791351e+04	1.737593e-01	1.000000e+00	2.122428e+01	1.750994e-01	1.000000e+00	1.074409e+04	1.717427e-01	1.000000e+00	1.120434e-02	1.741086e-01	1.000000e+00	1.959154e+00	1.712606e-01	1.000000e+00	2.685025e-05	1.692937e-01	1.000000e+00	5.883853e-06	1.762484e-01	1.000000e+00	1.283810e+00	1.702229e-01	1.000000e+00	4.519222e-03	1.721398e-01	1.000000e+00	1.054517e-07	1.769798e-01	1.000000e+00	3.660419e+04	1.866403e-01	1.000000e+00	8.665732e+03	1.735816e-01	1.000000e+00
9.417766e+03	4.000000e-03	1.500000e-01	1.603804e+04	1.739689e-01	1.000000e+00	1.899089e+01	1.685716e-01	1.000000e+00	9.611599e+03	1.674256e-01	1.000000e+00	1.003212e-02	1.722243e-01	1.000000e+00	1.757690e+00	1.721142e-01	1.000000e+00	2.404785e-05	1.811305e-01	1.000000e+00	5.269400e-06	1.768467e-01	1.000000e+00	1.148293e+00	1.708777e-01	1.000000e+00	4.046660e-03	1.714679e-01	1.000000e+00	9.441369e-08	1.728180e-01	1.000000e+00	3.268744e+04	1.680026e-01	1.000000e+00	7.669164e+03	1.626278e-01	1.000000e+00
9.771921e+03	4.000000e-03	1.500000e-01	1.435956e+04	1.700590e-01	1.000000e+00	1.703120e+01	1.739296e-01	1.000000e+00	8.618376e+03	1.768062e-01	1.000000e+00	8.989845e-03	1.749334e-01	1.000000e+00	1.572472e+00	1.732780e-01	1.000000e+00	2.152814e-05	1.734597e-01	1.000000e+00	4.720806e-06	1.788850e-01	1.000000e+00	1.028660e+00	1.664797e-01	1.000000e+00	3.628999e-03	1.709398e-01	1.000000e+00	8.450318e-08	1.795114e-01	1.000000e+00	2.891456e+04	1.839322e-01	1.000000e+00	6.964879e+03	1.862127e-01	1.000000e+00
1.013939e+04	4.000000e-03	1.500000e-01	1.284894e+04	1.802941e-01	1.000000e+00	1.524205e+01	1.728987e-01	1.000000e+00	7.719950e+03	1.749108e-01	1.000000e+00	8.035374e-03	1.705659e-01	1.000000e+00	1.407755e+00	1.803419e-01	1.000000e+00	1.927575e-05	1.782344e-01	1.000000e+00	4.227839e-06	1.726369e-01	1.000000e+00	9.220734e-01	1.762696e-01	1.000000e+00	3.244423e-03	1.695146e-01	1.000000e+00	7.560748e-08	1.808727e-01	1.000000e+00	2.620948e+04	1.674425e-01	1.000000e+00	6.179088e+03	1.621526e-01	1.000000e+00
1.052069e+04	4.000000e-03	1.500000e-01	1.146195e+04	1.638477e-01	1.000000e+00	1.364985e+01	1.707011e-01	1.000000e+00	6.898654e+03	1.698324e-01	1.000000e+00	7.197581e-03	1.777245e-01	1.000000e+00	1.259856e+00	1.679086e-01	1.000000e+00	1.726895e-05	1.677990e-01	1.000000e+00	3.782298e-06	1.735407e-01	1.000000e+00	8.255938e-01	1.750119e-01	1.000000e+00	2.908189e-03	1.713029e-01	1.000000e+00	6.725647e-08	1.764191e-01	1.000000e+00	2.348935e+04	1.736080e-01	1.000000e+00	5.579095e+03	1.749851e-01	1.000000e+00
1.091632e+04	4.000000e-03	1.500000e-01	1.025869e+04	1.602075e-01	1.000000e+00	1.222427e+01	1.848304e-01	1.000000e+00	6.142532e+03	1.638210e-01	1.000000e+00	6.455036e-03	1.897345e-01	1.000000e+00	1.128608e+00	1.742896e-01	1.000000e+00	1.544268e-05	1.827726e-01	1.000000e+00	3.386643e-06	1.748309e-01	1.000000e+00	7.392637e-01	1.697449e-01	1.000000e+00	2.601083e-03	1.763184e-01	1.000000e+00	6.066687e-08	1.822117e-01	1.000000e+00	2.105523e+04	1.848715e-01	1.000000e+00	4.984389e+03	1.752288e-01	1.000000e+00
1.132683e+04	4.000000e-03	1.500000e-01	9.177113e+03	1.616172e-01	1.000000e+00	1.094217e+01	1.776873e-01	1.000000e+00	5.533255e+03	1.709267e-01	1.000000e+00	5.770639e-03	1.731895e-01	1.000000e+00	1.011272e+00	1.828399e-01	1.000000e+00	1.383459e-05	1.705975e-01	1.000000e+00	3.030465e-06	1.748985e-01	1.000000e+00	6.617660e-01	1.779595e-01	1.000000e+00	2.331900e-03	1.844891e-01	1.000000e+00	5.429511e-08	1.761059e-01	1.000000e+00	1.880111e+04	1.698797e-01	1.000000e+00	4.478430e+03	1.849000e-01	1.000000e+00
